NHI,preferredName,dateOfBirth,eMail,phone,preferredContactMethod
EYI3316,Tyron  ,1937-06-28,EYI3316@havemydata.nz,9033322,phone
EYH3320,Jan  ,1951-11-13,EYH3320@havemydata.nz,7123326,text
EYK3324,Andera  ,1912-09-22,EYK3324@havemydata.nz,8793330,text
EYJ3328,Kenna  ,1957-09-22,EYJ3328@havemydata.nz,8753334,email
EYJ3332,Todd  ,1935-07-29,EYJ3332@havemydata.nz,6593338,phone
EYC3336,Man  ,1986-09-24,EYC3336@havemydata.nz,6693342,phone
EYM3340,Andera  ,1965-03-23,EYM3340@havemydata.nz,7453346,text
EYI3344,Santa  ,1939-05-08,EYI3344@havemydata.nz,6973350,phone
EYU3348,Santa  ,1965-06-08,EYU3348@havemydata.nz,7963354,text
EYN3352,Todd  ,1961-05-21,EYN3352@havemydata.nz,6723358,phone
EYK3356,Marietta  ,1954-03-22,EYK3356@havemydata.nz,8963362,phone
EYS3360,Carol  ,1954-06-30,EYS3360@havemydata.nz,7763366,email
EYJ3364,Brock  ,1986-03-30,EYJ3364@havemydata.nz,8963370,text
EYW3368,Era  ,1940-03-16,EYW3368@havemydata.nz,8753374,text
EYG3372,Brigid  ,1944-07-07,EYG3372@havemydata.nz,7783378,phone
EYA3376,Angila  ,1979-11-16,EYA3376@havemydata.nz,7063382,phone
EYA3380,Larraine  ,1961-09-05,EYA3380@havemydata.nz,6793386,text
EYJ3384,Andera  ,1931-04-15,EYJ3384@havemydata.nz,8923390,phone
EYV3388,Helen  ,1983-03-12,EYV3388@havemydata.nz,8853394,text
EYF3392,Latosha  ,1928-12-04,EYF3392@havemydata.nz,8063398,phone
EYF3396,Todd  ,1911-07-04,EYF3396@havemydata.nz,8363402,phone
EYD3400,Elma  ,1958-07-15,EYD3400@havemydata.nz,7943406,text
EYK3404,Shan  ,1944-09-18,EYK3404@havemydata.nz,7783410,phone
EYP3408,Shanell  ,1978-07-19,EYP3408@havemydata.nz,8373414,phone
EYG3412,Dorethea  ,1921-07-21,EYG3412@havemydata.nz,6893418,phone
EYW3416,Maxwell  ,1911-09-15,EYW3416@havemydata.nz,7383422,phone
EZM3420,Zita  ,1962-02-06,EZM3420@havemydata.nz,8973426,text
EZM3424,Larraine  ,1968-10-25,EZM3424@havemydata.nz,7123430,text
EZZ3428,Josephina  ,1960-01-03,EZZ3428@havemydata.nz,9013434,phone
EZH3432,Daisey  ,1961-07-17,EZH3432@havemydata.nz,8533438,email
EZY3436,Brock  ,1974-09-15,EZY3436@havemydata.nz,8663442,phone
EZI3440,Shanell  ,1946-06-15,EZI3440@havemydata.nz,8893446,text
EZN3444,Judi  ,1927-01-18,EZN3444@havemydata.nz,8583450,phone
EZH3448,Larraine  ,1926-04-07,EZH3448@havemydata.nz,6993454,phone
EZX3452,Kenna  ,1981-09-26,EZX3452@havemydata.nz,6843458,phone
EZQ3456,Gena  ,1961-01-28,EZQ3456@havemydata.nz,6753462,phone
EZL3460,Gena  ,1986-08-25,EZL3460@havemydata.nz,6923466,phone
EZM3464,Bea  ,1949-04-09,EZM3464@havemydata.nz,8733470,text
EZB3468,Glennie  ,1934-09-06,EZB3468@havemydata.nz,9093474,text
EZZ3472,Glennie  ,1933-04-02,EZZ3472@havemydata.nz,8623478,text
EZV3476,Clora  ,1974-04-18,EZV3476@havemydata.nz,7583482,text
EZN3480,Bea  ,1983-08-03,EZN3480@havemydata.nz,7383486,text
EZJ3484,Era  ,1977-12-17,EZJ3484@havemydata.nz,7743490,phone
EZO3488,Tammara  ,1987-09-18,EZO3488@havemydata.nz,8323494,text
EZR3492,Nakisha  ,1961-06-21,EZR3492@havemydata.nz,7283498,phone
EZM3496,Leora  ,1970-01-22,EZM3496@havemydata.nz,7343502,phone
EZP3500,Lilla  ,1972-08-08,EZP3500@havemydata.nz,8553506,text
EZW3504,Fredda  ,1964-11-05,EZW3504@havemydata.nz,8213510,phone
EZH3508,Lilla  ,1941-02-23,EZH3508@havemydata.nz,6923514,email
EZJ3512,Sondra  ,1944-02-06,EZJ3512@havemydata.nz,8723518,text
EZG3516,Gena  ,1966-11-08,EZG3516@havemydata.nz,8933522,phone
EZR3520,Josephina  ,1980-01-04,EZR3520@havemydata.nz,8183526,text
FAW3524,Delorse  ,1920-09-28,FAW3524@havemydata.nz,8173530,text
FAR3528,Bea  ,1984-02-29,FAR3528@havemydata.nz,7233534,email
FAN3532,Susann  ,1970-04-26,FAN3532@havemydata.nz,6723538,phone
FAL3536,Santa  ,1985-04-03,FAL3536@havemydata.nz,7063542,phone
FAA3540,Nakisha  ,1938-01-12,FAA3540@havemydata.nz,8633546,phone
FAB3544,Max  ,1960-06-04,FAB3544@havemydata.nz,6883550,text
FAQ3548,Larraine  ,1960-02-12,FAQ3548@havemydata.nz,7923554,phone
FAO3552,Kenna  ,1984-12-26,FAO3552@havemydata.nz,8823558,email
FAH3556,Brigid  ,1942-05-23,FAH3556@havemydata.nz,8383562,phone
FAG3560,Era  ,1965-10-18,FAG3560@havemydata.nz,7243566,phone
FAI3564,Maxwell  ,1935-10-03,FAI3564@havemydata.nz,6863570,text
FAU3568,Brock  ,1973-09-20,FAU3568@havemydata.nz,7033574,text
FAW3572,Susann  ,1920-11-23,FAW3572@havemydata.nz,8093578,text
FAH3576,Daisey  ,1930-01-06,FAH3576@havemydata.nz,8973582,text
FAF3580,Shan  ,1940-04-25,FAF3580@havemydata.nz,8123586,phone
FAZ3584,Latosha  ,1956-09-21,FAZ3584@havemydata.nz,8013590,text
FAZ3588,Gena  ,1973-02-20,FAZ3588@havemydata.nz,7633594,email
FAH3592,Shan  ,1935-03-01,FAH3592@havemydata.nz,6843598,text
FAY3596,Nakisha  ,1980-07-21,FAY3596@havemydata.nz,7793602,text
FAS3600,Josephina  ,1973-09-24,FAS3600@havemydata.nz,8833606,text
FAX3604,Emogene  ,1936-10-26,FAX3604@havemydata.nz,7043610,phone
FAX3608,Mae  ,1955-01-03,FAX3608@havemydata.nz,8493614,text
FAP3612,Helen  ,1930-01-04,FAP3612@havemydata.nz,6733618,text
FAZ3616,Helen  ,1948-10-25,FAZ3616@havemydata.nz,7173622,text
FAW3620,Tammara  ,1921-10-06,FAW3620@havemydata.nz,8463626,text
FAW3624,Era  ,1911-11-12,FAW3624@havemydata.nz,8653630,phone
FBO3628,Jan  ,1943-06-29,FBO3628@havemydata.nz,8283634,text
FBY3632,Angila  ,1924-03-02,FBY3632@havemydata.nz,9063638,text
FBV3636,Mae  ,1971-03-21,FBV3636@havemydata.nz,8343642,phone
FBS3640,Josephina  ,1964-05-06,FBS3640@havemydata.nz,8323646,text
FBT3644,Tammara  ,1933-03-10,FBT3644@havemydata.nz,6593650,phone
FBB3648,Elma  ,1936-10-19,FBB3648@havemydata.nz,6853654,phone
FBZ3652,Carol  ,1959-08-25,FBZ3652@havemydata.nz,6913658,phone
FBZ3656,Fredda  ,1969-09-20,FBZ3656@havemydata.nz,8623662,phone
FBC3660,Brigid  ,1977-10-01,FBC3660@havemydata.nz,8343666,phone
FBS3664,Kenya  ,1958-08-19,FBS3664@havemydata.nz,6523670,phone
FBF3668,Elma  ,1986-01-20,FBF3668@havemydata.nz,7593674,text
FBE3672,Max  ,1921-02-22,FBE3672@havemydata.nz,6693678,text
FBZ3676,Brock  ,1966-01-04,FBZ3676@havemydata.nz,7763682,phone
FBO3680,Venetta  ,1986-11-02,FBO3680@havemydata.nz,8873686,text
FBR3684,Todd  ,1943-08-27,FBR3684@havemydata.nz,6663690,phone
FBR3688,Clora  ,1946-01-29,FBR3688@havemydata.nz,6693694,phone
FBM3692,Helen  ,1983-03-13,FBM3692@havemydata.nz,6523698,phone
FBM3696,Venetta  ,1916-11-17,FBM3696@havemydata.nz,8063702,text
FBQ3700,Naomi  ,1928-05-10,FBQ3700@havemydata.nz,7283706,phone
FBS3704,Bea  ,1964-10-21,FBS3704@havemydata.nz,8353710,phone
FBS3708,Angila  ,1967-09-28,FBS3708@havemydata.nz,8443714,text
FBZ3712,Mae  ,1913-07-11,FBZ3712@havemydata.nz,6553718,phone
FBA3716,Brock  ,1983-04-13,FBA3716@havemydata.nz,7243722,phone
FBG3720,Brigid  ,1922-03-31,FBG3720@havemydata.nz,6743726,phone
FBS3724,Susann  ,1966-04-22,FBS3724@havemydata.nz,7073730,phone
FBJ3728,Nakisha  ,1955-01-23,FBJ3728@havemydata.nz,8953734,phone
FCP3732,Era  ,1983-08-09,FCP3732@havemydata.nz,8443738,phone
FCI3736,Era  ,1947-07-24,FCI3736@havemydata.nz,6783742,text
FCJ3740,Fredda  ,1946-06-27,FCJ3740@havemydata.nz,7773746,text
FCB3744,Gena  ,1934-12-28,FCB3744@havemydata.nz,8953750,text
FCN3748,Carter  ,1937-09-07,FCN3748@havemydata.nz,7033754,phone
FCU3752,Dorethea  ,1931-07-28,FCU3752@havemydata.nz,8543758,text
FCD3756,Salome  ,1938-10-02,FCD3756@havemydata.nz,8973762,text
FCF3760,Todd  ,1930-09-23,FCF3760@havemydata.nz,7313766,text
FCU3764,Mae  ,1955-06-03,FCU3764@havemydata.nz,8583770,phone
FCL3768,Ivana  ,1930-09-01,FCL3768@havemydata.nz,8613774,phone
FCW3772,Sondra  ,1930-04-06,FCW3772@havemydata.nz,6793778,phone
FCM3776,Venetta  ,1923-10-08,FCM3776@havemydata.nz,7143782,text
FCN3780,Brock  ,1946-11-19,FCN3780@havemydata.nz,7543786,phone
FCQ3784,Shanell  ,1971-09-11,FCQ3784@havemydata.nz,7533790,phone
FCQ3788,Ivana  ,1972-03-11,FCQ3788@havemydata.nz,6563794,text
FCY3792,Zita  ,1938-11-12,FCY3792@havemydata.nz,8473798,phone
FCI3796,Jan  ,1964-08-31,FCI3796@havemydata.nz,7033802,text
FCL3800,Man  ,1979-08-12,FCL3800@havemydata.nz,6633806,text
FCV3804,Bea  ,1942-09-29,FCV3804@havemydata.nz,8343810,phone
FCJ3808,Kenya  ,1959-12-29,FCJ3808@havemydata.nz,8733814,text
FCR3812,Latosha  ,1922-06-28,FCR3812@havemydata.nz,8833818,phone
FCS3816,Brigid  ,1976-12-31,FCS3816@havemydata.nz,7923822,text
FCR3820,Daisey  ,1922-10-24,FCR3820@havemydata.nz,7343826,phone
FCG3824,Santa  ,1965-08-13,FCG3824@havemydata.nz,6843830,phone
FCZ3828,Naomi  ,1915-12-01,FCZ3828@havemydata.nz,8733834,phone
FCK3832,Helen  ,1975-06-10,FCK3832@havemydata.nz,6723838,phone
FDH3836,Carol  ,1922-11-29,FDH3836@havemydata.nz,7563842,text
FDW3840,Sondra  ,1925-06-15,FDW3840@havemydata.nz,8043846,phone
FDR3844,Angila  ,1912-01-11,FDR3844@havemydata.nz,8473850,text
FDW3848,Lilla  ,1943-12-11,FDW3848@havemydata.nz,8473854,text
FDW3852,Ivana  ,1969-06-27,FDW3852@havemydata.nz,7193858,text
FDI3856,Max  ,1957-10-02,FDI3856@havemydata.nz,9073862,phone
FDQ3860,Venetta  ,1951-09-12,FDQ3860@havemydata.nz,6643866,text
FDM3864,Cherie  ,1977-04-11,FDM3864@havemydata.nz,7613870,text
FDI3868,Sondra  ,1940-09-04,FDI3868@havemydata.nz,6623874,phone
FDC3872,Nakisha  ,1934-09-14,FDC3872@havemydata.nz,8713878,text
FDM3876,Yelena  ,1939-03-18,FDM3876@havemydata.nz,7983882,text
FDQ3880,Zita  ,1986-07-07,FDQ3880@havemydata.nz,7133886,text
FDW3884,Angila  ,1976-10-25,FDW3884@havemydata.nz,8313890,phone
FDV3888,Daisey  ,1914-11-04,FDV3888@havemydata.nz,8893894,email
FDB3892,Santa  ,1948-01-23,FDB3892@havemydata.nz,7563898,email
FDM3896,Josephina  ,1942-07-07,FDM3896@havemydata.nz,8253902,phone
FDQ3900,Todd  ,1920-01-22,FDQ3900@havemydata.nz,7323906,text
FDA3904,Man  ,1962-03-21,FDA3904@havemydata.nz,6863910,phone
FDG3908,Kenna  ,1946-12-18,FDG3908@havemydata.nz,7663914,text
FDL3912,Glennie  ,1987-10-28,FDL3912@havemydata.nz,8653918,text
FDH3916,Naomi  ,1954-11-14,FDH3916@havemydata.nz,7973922,text
FDF3920,Andera  ,1983-02-19,FDF3920@havemydata.nz,7073926,phone
FDQ3924,Helen  ,1926-09-14,FDQ3924@havemydata.nz,8533930,text
FDR3928,Daisey  ,1960-11-11,FDR3928@havemydata.nz,8493934,text
FDA3932,Kenya  ,1934-05-13,FDA3932@havemydata.nz,7443938,text
FDM3936,Clora  ,1962-10-11,FDM3936@havemydata.nz,7623942,email
FEI3940,Marietta  ,1956-12-14,FEI3940@havemydata.nz,7863946,email
FEM3944,Larraine  ,1951-08-27,FEM3944@havemydata.nz,7523950,phone
FEM3948,Ivana  ,1941-06-04,FEM3948@havemydata.nz,6813954,phone
FEZ3952,Max  ,1954-01-22,FEZ3952@havemydata.nz,6993958,phone
FEV3956,Elma  ,1967-01-29,FEV3956@havemydata.nz,8963962,text
FEX3960,Tyron  ,1923-10-03,FEX3960@havemydata.nz,8673966,phone
FEO3964,Kenna  ,1980-01-07,FEO3964@havemydata.nz,6863970,phone
FEM3968,Todd  ,1918-11-15,FEM3968@havemydata.nz,8043974,text
FEG3972,Daisey  ,1933-01-02,FEG3972@havemydata.nz,7443978,text
FEZ3976,Zita  ,1915-02-12,FEZ3976@havemydata.nz,9053982,text
FED3980,Salome  ,1983-01-05,FED3980@havemydata.nz,7043986,phone
FEV3984,Shanell  ,1920-03-19,FEV3984@havemydata.nz,8933990,phone
FEU3988,Shanell  ,1971-03-15,FEU3988@havemydata.nz,7173994,text
FED3992,Gena  ,1940-01-16,FED3992@havemydata.nz,6563998,phone
FEY3996,Shanell  ,1975-04-05,FEY3996@havemydata.nz,8424002,text
FEI4000,Brock  ,1983-01-09,FEI4000@havemydata.nz,7834006,text
FEH4004,Delorse  ,1931-01-19,FEH4004@havemydata.nz,6894010,email
FEZ4008,Latosha  ,1916-06-10,FEZ4008@havemydata.nz,7434014,phone
FEW4012,Glennie  ,1964-08-12,FEW4012@havemydata.nz,7164018,phone
FEJ4016,Sondra  ,1935-02-24,FEJ4016@havemydata.nz,7674022,phone
FEV4020,Shan  ,1918-02-12,FEV4020@havemydata.nz,7834026,email
FEA4024,Emogene  ,1944-08-07,FEA4024@havemydata.nz,9034030,email
FEX4028,Yelena  ,1964-04-09,FEX4028@havemydata.nz,8944034,phone
Feb-32,Yelena  ,1951-04-27,FEB4032@havemydata.nz,8194038,phone
FEC4036,Latosha  ,1929-09-27,FEC4036@havemydata.nz,8984042,text
FES4040,Cherie  ,1962-03-23,FES4040@havemydata.nz,8614046,phone
FFD4044,Kenya  ,1917-07-31,FFD4044@havemydata.nz,8924050,phone
FFC4048,Todd  ,1918-02-02,FFC4048@havemydata.nz,7574054,text
FFV4052,Elma  ,1969-07-13,FFV4052@havemydata.nz,6594058,text
FFQ4056,Marietta  ,1962-06-24,FFQ4056@havemydata.nz,7084062,phone
FFI4060,Tammara  ,1960-11-06,FFI4060@havemydata.nz,6774066,text
FFI4064,Era  ,1913-09-24,FFI4064@havemydata.nz,6834070,text
FFB4068,Brock  ,1981-01-01,FFB4068@havemydata.nz,8824074,text
FFE4072,Judi  ,1953-03-06,FFE4072@havemydata.nz,8254078,phone
FFB4076,Mae  ,1954-01-16,FFB4076@havemydata.nz,8184082,text
FFV4080,Dorethea  ,1931-01-17,FFV4080@havemydata.nz,6684086,phone
FFF4084,Elma  ,1971-09-14,FFF4084@havemydata.nz,7254090,phone
FFG4088,Lilla  ,1957-08-03,FFG4088@havemydata.nz,7294094,phone
FFW4092,Leora  ,1968-08-15,FFW4092@havemydata.nz,6964098,phone
FFC4096,Cherie  ,1918-12-29,FFC4096@havemydata.nz,7524102,phone
FFZ4100,Era  ,1969-07-14,FFZ4100@havemydata.nz,6734106,phone
FFQ4104,Venetta  ,1946-05-13,FFQ4104@havemydata.nz,8354110,text
FFJ4108,Latosha  ,1963-05-01,FFJ4108@havemydata.nz,8324114,email
FFU4112,Ivana  ,1921-01-15,FFU4112@havemydata.nz,7964118,text
FFH4116,Yelena  ,1963-01-01,FFH4116@havemydata.nz,7494122,phone
FFB4120,Brock  ,1947-10-22,FFB4120@havemydata.nz,7414126,phone
FFI4124,Nakisha  ,1975-01-27,FFI4124@havemydata.nz,8014130,text
FFT4128,Josephina  ,1951-04-08,FFT4128@havemydata.nz,8144134,text
FFE4132,Gena  ,1963-01-15,FFE4132@havemydata.nz,8594138,phone
FFO4136,Maxwell  ,1929-12-28,FFO4136@havemydata.nz,6614142,text
FFS4140,Bea  ,1964-07-27,FFS4140@havemydata.nz,7944146,text
FFK4144,Era  ,1931-07-11,FFK4144@havemydata.nz,7914150,text
FGC4148,Marietta  ,1968-06-29,FGC4148@havemydata.nz,7264154,phone
FGB4152,Yelena  ,1958-04-29,FGB4152@havemydata.nz,7074158,phone
FGB4156,Brigid  ,1987-09-17,FGB4156@havemydata.nz,8854162,email
FGA4160,Judi  ,1948-06-30,FGA4160@havemydata.nz,8394166,phone
FGM4164,Era  ,1958-05-21,FGM4164@havemydata.nz,8244170,phone
FGH4168,Man  ,1942-12-08,FGH4168@havemydata.nz,7834174,phone
FGJ4172,Zita  ,1969-07-25,FGJ4172@havemydata.nz,9094178,phone
FGA4176,Delorse  ,1950-06-10,FGA4176@havemydata.nz,7344182,phone
FGG4180,Dorethea  ,1925-06-30,FGG4180@havemydata.nz,7344186,text
FGZ4184,Jan  ,1931-07-03,FGZ4184@havemydata.nz,7544190,text
FGI4188,Angila  ,1966-05-13,FGI4188@havemydata.nz,7734194,text
FGW4192,Brock  ,1964-11-28,FGW4192@havemydata.nz,7554198,text
FGN4196,Era  ,1940-08-24,FGN4196@havemydata.nz,8774202,phone
FGE4200,Josephina  ,1940-08-10,FGE4200@havemydata.nz,8094206,text
FGV4204,Bea  ,1932-01-29,FGV4204@havemydata.nz,6614210,text
FGU4208,Latosha  ,1921-10-25,FGU4208@havemydata.nz,7414214,phone
FGE4212,Shan  ,1951-04-24,FGE4212@havemydata.nz,6994218,email
FGX4216,Naomi  ,1951-10-15,FGX4216@havemydata.nz,9034222,text
FGK4220,Carter  ,1970-06-17,FGK4220@havemydata.nz,7044226,phone
FGL4224,Zita  ,1936-04-19,FGL4224@havemydata.nz,8074230,phone
FGT4228,Latosha  ,1924-10-16,FGT4228@havemydata.nz,6584234,text
FGK4232,Kenya  ,1949-04-11,FGK4232@havemydata.nz,7064238,phone
FGV4236,Tyron  ,1973-05-19,FGV4236@havemydata.nz,7144242,phone
FGR4240,Santa  ,1911-07-08,FGR4240@havemydata.nz,6834246,text
FGP4244,Josephina  ,1948-04-10,FGP4244@havemydata.nz,8814250,text
FGK4248,Lilla  ,1931-10-14,FGK4248@havemydata.nz,7514254,text
FHE4252,Clora  ,1969-04-18,FHE4252@havemydata.nz,8214258,phone
FHT4256,Shanell  ,1955-09-19,FHT4256@havemydata.nz,9014262,phone
FHG4260,Larraine  ,1975-08-10,FHG4260@havemydata.nz,7894266,text
FHE4264,Latosha  ,1915-03-15,FHE4264@havemydata.nz,8394270,phone
FHA4268,Shanell  ,1924-07-06,FHA4268@havemydata.nz,6924274,email
FHB4272,Angila  ,1971-07-28,FHB4272@havemydata.nz,9034278,phone
FHL4276,Dorethea  ,1958-02-09,FHL4276@havemydata.nz,6954282,phone
FHQ4280,Glennie  ,1936-08-08,FHQ4280@havemydata.nz,7084286,text
FHR4284,Glennie  ,1986-07-29,FHR4284@havemydata.nz,6764290,phone
FHS4288,Shan  ,1963-06-18,FHS4288@havemydata.nz,7654294,text
FHB4292,Elma  ,1983-11-12,FHB4292@havemydata.nz,7284298,phone
FHL4296,Ivana  ,1935-12-30,FHL4296@havemydata.nz,7474302,phone
FHK4300,Brigid  ,1923-09-02,FHK4300@havemydata.nz,7944306,text
FHF4304,Dorethea  ,1986-09-29,FHF4304@havemydata.nz,7644310,text
FHC4308,Sondra  ,1971-09-07,FHC4308@havemydata.nz,7374314,text
FHT4312,Ivana  ,1941-01-27,FHT4312@havemydata.nz,8724318,email
FHO4316,Shanell  ,1970-07-11,FHO4316@havemydata.nz,8184322,phone
FHT4320,Clora  ,1934-10-24,FHT4320@havemydata.nz,8344326,phone
FHU4324,Carol  ,1966-12-03,FHU4324@havemydata.nz,6674330,text
FHC4328,Todd  ,1982-02-12,FHC4328@havemydata.nz,8784334,text
FHP4332,Santa  ,1915-05-18,FHP4332@havemydata.nz,7264338,phone
FHB4336,Jan  ,1916-10-28,FHB4336@havemydata.nz,8324342,text
FHZ4340,Daisey  ,1977-01-09,FHZ4340@havemydata.nz,6934346,text
FHK4344,Jesica  ,1951-09-10,FHK4344@havemydata.nz,7234350,phone
FHG4348,Delorse  ,1958-04-24,FHG4348@havemydata.nz,6634354,email
FHZ4352,Clora  ,1944-07-18,FHZ4352@havemydata.nz,7254358,text
FIO4356,Todd  ,1950-12-14,FIO4356@havemydata.nz,8624362,phone
FIF4360,Shan  ,1985-05-31,FIF4360@havemydata.nz,8634366,phone
FIG4364,Emogene  ,1970-10-17,FIG4364@havemydata.nz,8664370,text
FII4368,Naomi  ,1944-09-24,FII4368@havemydata.nz,7014374,phone
FID4372,Helen  ,1931-12-26,FID4372@havemydata.nz,6624378,phone
FIG4376,Santa  ,1927-02-16,FIG4376@havemydata.nz,6624382,text
FIU4380,Todd  ,1976-08-15,FIU4380@havemydata.nz,8784386,text
FID4384,Leora  ,1957-09-28,FID4384@havemydata.nz,8434390,text
FIC4388,Cherie  ,1927-10-09,FIC4388@havemydata.nz,7534394,phone
FIJ4392,Helen  ,1934-04-21,FIJ4392@havemydata.nz,7784398,text
FIB4396,Tammara  ,1937-06-19,FIB4396@havemydata.nz,7964402,phone
FIL4400,Fredda  ,1951-02-05,FIL4400@havemydata.nz,8254406,text
FIW4404,Nakisha  ,1944-08-02,FIW4404@havemydata.nz,7124410,phone
FIU4408,Latosha  ,1914-02-11,FIU4408@havemydata.nz,8454414,text
FIJ4412,Zita  ,1968-11-02,FIJ4412@havemydata.nz,8584418,text
FIA4416,Larraine  ,1928-02-23,FIA4416@havemydata.nz,8644422,text
FIH4420,Josephina  ,1961-01-09,FIH4420@havemydata.nz,8354426,text
FIL4424,Man  ,1977-08-20,FIL4424@havemydata.nz,8924430,text
FIA4428,Lilla  ,1913-09-12,FIA4428@havemydata.nz,8244434,phone
FIG4432,Salome  ,1938-02-17,FIG4432@havemydata.nz,7184438,text
FIR4436,Latosha  ,1953-03-24,FIR4436@havemydata.nz,7484442,phone
FIJ4440,Helen  ,1984-03-16,FIJ4440@havemydata.nz,7254446,phone
FIH4444,Glennie  ,1939-02-14,FIH4444@havemydata.nz,8864450,text
FIZ4448,Clora  ,1920-10-09,FIZ4448@havemydata.nz,6644454,phone
FIW4452,Tammara  ,1950-07-09,FIW4452@havemydata.nz,7964458,phone
FIR4456,Leora  ,1980-11-16,FIR4456@havemydata.nz,8854462,phone
FJZ4460,Latosha  ,1918-01-17,FJZ4460@havemydata.nz,8444466,text
FJM4464,Max  ,1920-01-11,FJM4464@havemydata.nz,6614470,text
FJX4468,Brigid  ,1959-04-02,FJX4468@havemydata.nz,7514474,text
FJK4472,Emogene  ,1912-04-27,FJK4472@havemydata.nz,8864478,text
FJQ4476,Venetta  ,1926-03-30,FJQ4476@havemydata.nz,8214482,text
FJE4480,Emogene  ,1934-06-12,FJE4480@havemydata.nz,9034486,text
FJL4484,Latosha  ,1921-07-21,FJL4484@havemydata.nz,8094490,phone
FJA4488,Carter  ,1973-10-09,FJA4488@havemydata.nz,8134494,text
FJP4492,Cherie  ,1914-07-23,FJP4492@havemydata.nz,7964498,phone
FJE4496,Leora  ,1963-12-13,FJE4496@havemydata.nz,7254502,text
FJZ4500,Todd  ,1927-02-22,FJZ4500@havemydata.nz,8514506,text
FJM4504,Daisey  ,1965-10-05,FJM4504@havemydata.nz,8084510,phone
FJC4508,Brigid  ,1945-06-17,FJC4508@havemydata.nz,8924514,text
FJT4512,Zita  ,1940-07-11,FJT4512@havemydata.nz,7434518,phone
FJV4516,Brock  ,1929-05-10,FJV4516@havemydata.nz,7484522,text
FJD4520,Josephina  ,1950-03-12,FJD4520@havemydata.nz,6874526,text
FJT4524,Max  ,1966-01-31,FJT4524@havemydata.nz,8034530,text
FJT4528,Larraine  ,1932-03-08,FJT4528@havemydata.nz,7144534,text
FJB4532,Jesica  ,1942-07-16,FJB4532@havemydata.nz,8514538,text
FJJ4536,Nakisha  ,1913-04-15,FJJ4536@havemydata.nz,7634542,text
FJM4540,Marietta  ,1938-05-22,FJM4540@havemydata.nz,8824546,text
FJA4544,Josephina  ,1938-08-10,FJA4544@havemydata.nz,7214550,text
FJY4548,Emogene  ,1967-07-31,FJY4548@havemydata.nz,8194554,phone
FJZ4552,Era  ,1918-08-16,FJZ4552@havemydata.nz,7474558,phone
FJR4556,Salome  ,1946-07-26,FJR4556@havemydata.nz,7964562,text
FJX4560,Glennie  ,1950-11-03,FJX4560@havemydata.nz,6784566,text
FKP4564,Susann  ,1930-05-28,FKP4564@havemydata.nz,8854570,text
FKM4568,Zita  ,1919-05-28,FKM4568@havemydata.nz,8894574,email
FKF4572,Nakisha  ,1927-05-13,FKF4572@havemydata.nz,7964578,phone
FKL4576,Angila  ,1950-04-22,FKL4576@havemydata.nz,7774582,email
FKE4580,Susann  ,1931-02-24,FKE4580@havemydata.nz,8344586,phone
FKL4584,Kenya  ,1975-04-14,FKL4584@havemydata.nz,7254590,text
FKK4588,Brock  ,1911-12-07,FKK4588@havemydata.nz,6524594,email
FKB4592,Maxwell  ,1918-08-26,FKB4592@havemydata.nz,7524598,phone
FKP4596,Jesica  ,1945-09-25,FKP4596@havemydata.nz,8484602,text
FKV4600,Angila  ,1952-06-10,FKV4600@havemydata.nz,7814606,phone
FKG4604,Daisey  ,1985-01-04,FKG4604@havemydata.nz,6814610,phone
FKZ4608,Man  ,1938-03-31,FKZ4608@havemydata.nz,7854614,text
FKO4612,Gena  ,1948-07-05,FKO4612@havemydata.nz,7364618,phone
FKX4616,Yelena  ,1950-05-01,FKX4616@havemydata.nz,8594622,phone
FKH4620,Man  ,1971-12-07,FKH4620@havemydata.nz,9034626,text
FKS4624,Elma  ,1959-02-24,FKS4624@havemydata.nz,8384630,phone
FKL4628,Naomi  ,1925-12-07,FKL4628@havemydata.nz,6944634,text
FKL4632,Naomi  ,1927-09-14,FKL4632@havemydata.nz,8644638,email
FKB4636,Elma  ,1974-11-06,FKB4636@havemydata.nz,7724642,phone
FKL4640,Shan  ,1925-03-07,FKL4640@havemydata.nz,7534646,text
FKI4644,Maxwell  ,1930-09-04,FKI4644@havemydata.nz,8164650,phone
FKW4648,Carter  ,1960-02-19,FKW4648@havemydata.nz,8974654,phone
FKM4652,Andera  ,1918-07-21,FKM4652@havemydata.nz,8754658,text
FKN4656,Leora  ,1962-06-28,FKN4656@havemydata.nz,6674662,phone
FKH4660,Fredda  ,1943-01-01,FKH4660@havemydata.nz,7954666,text
FKG4664,Brock  ,1979-04-02,FKG4664@havemydata.nz,8634670,phone
FLH4668,Salome  ,1945-12-24,FLH4668@havemydata.nz,7484674,text
FLW4672,Gena  ,1953-08-14,FLW4672@havemydata.nz,9054678,text
FLP4676,Sondra  ,1969-01-04,FLP4676@havemydata.nz,8814682,phone
FLF4680,Jesica  ,1948-05-06,FLF4680@havemydata.nz,7164686,text
FLM4684,Nakisha  ,1938-08-06,FLM4684@havemydata.nz,7564690,phone
FLY4688,Salome  ,1979-04-09,FLY4688@havemydata.nz,8984694,text
FLB4692,Delorse  ,1939-09-12,FLB4692@havemydata.nz,8774698,text
FLM4696,Nakisha  ,1945-12-03,FLM4696@havemydata.nz,7954702,phone
FLU4700,Man  ,1932-07-10,FLU4700@havemydata.nz,8154706,text
